Calc_bin10_blue;4018
Calc_bin10_gray;3888
Calc_bin10_green;3921
Calc_bin10_red;4180
Calc_bin256_gray;3981
Copy_image;10161
Copy_originalImage;10375
Equalize_image_bin256;1821
Load_Image;30097
SaveCSV_bin256_blue;1107
SaveCSV_bin256_gray;5455
SaveCSV_bin256_green;1061
SaveCSV_bin256_red;1101
Save_Blue;150891
Save_Equalized;138760
Save_Grayscale;135972
Save_Green;158696
Save_Red;160643
